2026-01-31 22:03:35 | DEBUG    | asyncio | Using proactor: IocpProactor
2026-01-31 22:03:52 | DEBUG    | aiosqlite | executing functools.partial(<built-in method rollback of sqlite3.Connection object at 0x0000021EA676C220>)
2026-01-31 22:03:52 | DEBUG    | aiosqlite | operation functools.partial(<built-in method rollback of sqlite3.Connection object at 0x0000021EA676C220>) completed
2026-01-31 22:03:52 | INFO     | services.pdf_parser | Updated datasheet 29e8b626-0c40-4c7b-8366-63059fbb36d3 status to ERROR
2026-01-31 22:03:52 | DEBUG    | aiosqlite | executing functools.partial(<built-in method close of sqlite3.Connection object at 0x0000021EA676C220>)
2026-01-31 22:03:52 | DEBUG    | aiosqlite | operation functools.partial(<built-in method close of sqlite3.Connection object at 0x0000021EA676C220>) completed
2026-01-31 22:03:52 | DEBUG    | aiosqlite | executing <function Connection.stop.<locals>.close_and_stop at 0x0000021EA67628E0>
2026-01-31 22:03:52 | DEBUG    | aiosqlite | operation <function Connection.stop.<locals>.close_and_stop at 0x0000021EA67628E0> completed
2026-01-31 22:03:52 | INFO     | services.pdf_parser | Disposed database engine for 29e8b626-0c40-4c7b-8366-63059fbb36d3
2026-01-31 22:03:52 | ERROR    | __main__ | Processing failed
Traceback (most recent call last):
  File "C:\Users\kjara\Documents\GitHub\Datasheet Part Selector\backend\test_processing.py", line 58, in test_pdf_processing
    await process_datasheet_pdf(datasheet_id, str(test_pdf))
  File "C:\Users\kjara\Documents\GitHub\Datasheet Part Selector\backend\services\pdf_parser.py", line 152, in process_datasheet_pdf
    result_doc = converter.convert(file_path)
                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\kjara\Documents\GitHub\Datasheet Part Selector\backend\venv\Lib\site-packages\pydantic\_internal\_validate_call.py", line 39, in wrapper_function
    return wrapper(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\kjara\Documents\GitHub\Datasheet Part Selector\backend\venv\Lib\site-packages\pydantic\_internal\_validate_call.py", line 136, in __call__
    res = self.__pydantic_validator__.validate_python(pydantic_core.ArgsKwargs(args, kwargs))
          ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\kjara\Documents\GitHub\Datasheet Part Selector\backend\venv\Lib\site-packages\docling\document_converter.py", line 325, in convert
    return next(all_res)
           ^^^^^^^^^^^^^
  File "C:\Users\kjara\Documents\GitHub\Datasheet Part Selector\backend\venv\Lib\site-packages\docling\document_converter.py", line 368, in convert_all
    for conv_res in conv_res_iter:
                    ^^^^^^^^^^^^^
  File "C:\Users\kjara\Documents\GitHub\Datasheet Part Selector\backend\venv\Lib\site-packages\docling\document_converter.py", line 445, in _convert
    for input_batch in chunkify(
                       ^^^^^^^^^
  File "C:\Users\kjara\Documents\GitHub\Datasheet Part Selector\backend\venv\Lib\site-packages\docling\utils\utils.py", line 15, in chunkify
    for first in iterator:  # Take the first element from the iterator
                 ^^^^^^^^
  File "C:\Users\kjara\Documents\GitHub\Datasheet Part Selector\backend\venv\Lib\site-packages\docling\datamodel\document.py", line 467, in docs
    backend = options.backend
              ^^^^^^^^^^^^^^^
  File "C:\Users\kjara\Documents\GitHub\Datasheet Part Selector\backend\venv\Lib\site-packages\pydantic\main.py", line 1026, in __getattr__
    raise AttributeError(f'{type(self).__name__!r} object has no attribute {item!r}')
AttributeError: 'PdfPipelineOptions' object has no attribute 'backend'
2026-01-31 22:03:52 | INFO     | __main__ | ============================================================
2026-01-31 22:03:52 | INFO     | __main__ | TEST COMPLETE
2026-01-31 22:03:52 | INFO     | __main__ | ============================================================
